Date, Open, High, Low, Close, Volume
03/13/24, 17.00, 17.00, 15.90, 15.90, 26100
03/12/24, 15.90, 16.50, 15.90, 16.15, 2100
03/11/24, 15.95, 15.95, 15.90, 15.95, 6900
03/08/24, 15.95, 15.95, 15.90, 15.90, 26600
03/07/24, 16.00, 16.00, 15.85, 15.95, 11000
03/06/24, 16.00, 16.00, 16.00, 16.00, 7600
03/05/24, 16.00, 16.00, 15.95, 15.95, 7700
03/04/24, 16.00, 16.00, 15.95, 16.00, 19700
03/01/24, 16.10, 16.10, 15.60, 15.85, 9100
02/29/24, 15.90, 15.95, 15.80, 15.90, 3200
02/28/24, 15.95, 15.95, 15.95, 15.95, 1200
02/27/24, 16.00, 16.00, 15.90, 15.95, 900
02/26/24, 16.00, 16.00, 16.00, 16.00, 200
02/23/24, 16.00, 16.00, 15.50, 15.95, 2400
02/22/24, 15.50, 16.00, 15.50, 15.90, 400
02/21/24, 15.50, 15.50, 15.50, 15.50, 400
02/20/24, 15.50, 15.50, 15.00, 15.25, 5300
02/19/24, 15.50, 15.50, 15.50, 15.50, 4000
02/16/24, 15.20, 15.50, 15.20, 15.50, 11000
02/15/24, 15.50, 15.50, 15.00, 15.00, 20200
02/14/24, 15.00, 15.70, 15.00, 15.10, 1900
02/13/24, 16.00, 16.00, 14.50, 15.20, 42200
02/12/24, 15.50, 15.85, 15.50, 15.60, 2700
02/09/24, 16.10, 16.10, 16.00, 16.05, 2100
02/08/24, 16.20, 16.20, 16.10, 16.10, 2300
02/07/24, 15.70, 16.00, 15.70, 15.75, 2600
02/06/24, 16.00, 16.10, 16.00, 16.00, 6700
02/05/24, 16.20, 16.20, 15.70, 16.20, 13000
02/02/24, 15.60, 16.00, 15.60, 15.60, 2100
02/01/24, 16.50, 16.50, 15.15, 15.60, 24500
01/31/24, 16.30, 16.45, 15.50, 15.60, 6000
01/30/24, 16.10, 16.10, 15.75, 16.05, 1400
01/29/24, 15.55, 16.10, 15.50, 15.65, 2700
01/26/24, 16.45, 16.45, 15.50, 15.75, 11400
01/25/24, 16.45, 16.45, 15.55, 15.80, 5300
01/24/24, 16.10, 16.45, 15.50, 15.55, 8300
01/23/24, 15.50, 16.50, 15.40, 16.25, 5100
01/22/24, 15.40, 15.50, 15.40, 15.40, 11700
01/19/24, 16.00, 16.00, 15.60, 15.95, 3000
01/18/24, 16.50, 16.50, 15.40, 15.60, 35100
01/17/24, 15.60, 15.60, 15.60, 15.60, 1400
01/16/24, 16.00, 16.00, 15.40, 15.60, 3000
01/15/24, 15.50, 16.00, 15.50, 15.90, 29800
01/12/24, 15.50, 15.50, 15.15, 15.20, 6400
01/11/24, 15.45, 16.50, 15.40, 15.50, 102600
01/10/24, 15.50, 15.50, 15.40, 15.50, 10900
01/09/24, 15.45, 15.45, 15.45, 15.45, 6000
01/08/24, 15.20, 15.35, 15.15, 15.30, 9600
01/05/24, 15.50, 15.50, 15.10, 15.35, 1700
01/04/24, 14.80, 15.10, 14.80, 15.00, 21100
01/03/24, 15.10, 15.10, 14.85, 15.00, 7100
01/02/24, 15.00, 15.00, 14.95, 15.00, 1400
